{'loss': 2.3253, 'grad_norm': 0.21877968311309814, 'learning_rate': 1.41643059490085e-06, 'mean_token_accuracy': 0.5390011395531479, 'epoch': 0.0}
{'loss': 2.1067, 'grad_norm': 0.854891300201416, 'learning_rate': 9.568837087021297e-05, 'mean_token_accuracy': 0.5400831794822092, 'epoch': 0.57}
{'loss': 2.0017, 'grad_norm': 1.0000739097595215, 'learning_rate': 9.564455350100781e-05, 'mean_token_accuracy': 0.5566584251220767, 'epoch': 0.58}
{'loss': 1.7955, 'grad_norm': 0.5797342658042908, 'learning_rate': 9.560073613180264e-05, 'mean_token_accuracy': 0.5939943042814859, 'epoch': 0.58}
{'loss': 2.1675, 'grad_norm': 0.6827800869941711, 'learning_rate': 9.55569187625975e-05, 'mean_token_accuracy': 0.529734754875347, 'epoch': 0.58}
{'loss': 2.1198, 'grad_norm': 0.7490644454956055, 'learning_rate': 9.551310139339234e-05, 'mean_token_accuracy': 0.5355184503476297, 'epoch': 0.59}
{'loss': 2.048, 'grad_norm': 0.7400177121162415, 'learning_rate': 9.546928402418719e-05, 'mean_token_accuracy': 0.5487085883303237, 'epoch': 0.59}
{'loss': 1.9692, 'grad_norm': 0.9356725215911865, 'learning_rate': 9.542546665498205e-05, 'mean_token_accuracy': 0.5610083612760359, 'epoch': 0.59}
{'loss': 1.9051, 'grad_norm': 0.5706421136856079, 'learning_rate': 9.538164928577689e-05, 'mean_token_accuracy': 0.5703575642397115, 'epoch': 0.6}
{'loss': 2.112, 'grad_norm': 0.6578152179718018, 'learning_rate': 9.533783191657174e-05, 'mean_token_accuracy': 0.5342285155172475, 'epoch': 0.6}
{'loss': 2.1008, 'grad_norm': 0.7733312845230103, 'learning_rate': 9.529401454736658e-05, 'mean_token_accuracy': 0.5426883271185046, 'epoch': 0.61}
{'loss': 2.0229, 'grad_norm': 0.7763680219650269, 'learning_rate': 9.525019717816142e-05, 'mean_token_accuracy': 0.5521215549503256, 'epoch': 0.61}
{'loss': 1.9193, 'grad_norm': 0.9115393757820129, 'learning_rate': 9.520637980895627e-05, 'mean_token_accuracy': 0.566821150384269, 'epoch': 0.61}
{'loss': 1.7765, 'grad_norm': 0.6937877535820007, 'learning_rate': 9.516256243975113e-05, 'mean_token_accuracy': 0.5948599933728351, 'epoch': 0.62}
{'loss': 2.0603, 'grad_norm': 0.6599692106246948, 'learning_rate': 9.511874507054597e-05, 'mean_token_accuracy': 0.5458274121149123, 'epoch': 0.62}
{'loss': 2.2072, 'grad_norm': 0.7280479669570923, 'learning_rate': 9.507492770134083e-05, 'mean_token_accuracy': 0.5232037795805262, 'epoch': 0.62}
{'loss': 2.0662, 'grad_norm': 0.7328487634658813, 'learning_rate': 9.503111033213566e-05, 'mean_token_accuracy': 0.5442596857583051, 'epoch': 0.63}
{'loss': 2.0877, 'grad_norm': 0.9410975575447083, 'learning_rate': 9.49872929629305e-05, 'mean_token_accuracy': 0.5368438946518453, 'epoch': 0.63}
{'loss': 1.8825, 'grad_norm': 0.6050364375114441, 'learning_rate': 9.494347559372536e-05, 'mean_token_accuracy': 0.5763519046029678, 'epoch': 0.63}
{'loss': 1.9846, 'grad_norm': 0.6602200269699097, 'learning_rate': 9.48996582245202e-05, 'mean_token_accuracy': 0.5572400069814467, 'epoch': 0.64}
{'loss': 2.1321, 'grad_norm': 0.8044626116752625, 'learning_rate': 9.485584085531505e-05, 'mean_token_accuracy': 0.5346789536636242, 'epoch': 0.64}
{'loss': 2.0412, 'grad_norm': 0.7608910799026489, 'learning_rate': 9.481202348610991e-05, 'mean_token_accuracy': 0.5487908524210015, 'epoch': 0.64}
{'loss': 2.066, 'grad_norm': 0.9019209146499634, 'learning_rate': 9.476820611690475e-05, 'mean_token_accuracy': 0.5466765716355212, 'epoch': 0.65}
{'loss': 1.9524, 'grad_norm': 0.6650842428207397, 'learning_rate': 9.472438874769958e-05, 'mean_token_accuracy': 0.5617579661375754, 'epoch': 0.65}
{'loss': 2.1252, 'grad_norm': 0.7449058294296265, 'learning_rate': 9.468057137849444e-05, 'mean_token_accuracy': 0.532697845571132, 'epoch': 0.65}
{'loss': 2.0804, 'grad_norm': 0.7796371579170227, 'learning_rate': 9.463675400928928e-05, 'mean_token_accuracy': 0.5444508254851137, 'epoch': 0.66}
{'loss': 2.0304, 'grad_norm': 0.8110508918762207, 'learning_rate': 9.459293664008413e-05, 'mean_token_accuracy': 0.548595828227139, 'epoch': 0.66}
{'loss': 1.8078, 'grad_norm': 0.7655739188194275, 'learning_rate': 9.454911927087899e-05, 'mean_token_accuracy': 0.5858214132386861, 'epoch': 0.66}
{'loss': 1.8323, 'grad_norm': 0.5960871577262878, 'learning_rate': 9.450530190167383e-05, 'mean_token_accuracy': 0.583680097521665, 'epoch': 0.67}
{'loss': 2.0911, 'grad_norm': 0.6967930197715759, 'learning_rate': 9.446148453246867e-05, 'mean_token_accuracy': 0.5342940294446398, 'epoch': 0.67}
{'loss': 2.0641, 'grad_norm': 0.7572302222251892, 'learning_rate': 9.441766716326352e-05, 'mean_token_accuracy': 0.5486594691792495, 'epoch': 0.67}
{'loss': 2.1033, 'grad_norm': 0.6919494271278381, 'learning_rate': 9.437384979405836e-05, 'mean_token_accuracy': 0.5382550071591301, 'epoch': 0.68}
{'loss': 1.8552, 'grad_norm': 0.9524925947189331, 'learning_rate': 9.433003242485322e-05, 'mean_token_accuracy': 0.5786507247777837, 'epoch': 0.68}
{'loss': 1.6841, 'grad_norm': 0.6275994181632996, 'learning_rate': 9.428621505564807e-05, 'mean_token_accuracy': 0.6100928142926031, 'epoch': 0.68}
{'loss': 2.0508, 'grad_norm': 0.6868774890899658, 'learning_rate': 9.424239768644291e-05, 'mean_token_accuracy': 0.5446019278025366, 'epoch': 0.69}
{'loss': 2.0828, 'grad_norm': 0.7142310738563538, 'learning_rate': 9.419858031723777e-05, 'mean_token_accuracy': 0.5354161193657785, 'epoch': 0.69}
{'loss': 2.0404, 'grad_norm': 0.6951580047607422, 'learning_rate': 9.41547629480326e-05, 'mean_token_accuracy': 0.5449346007674445, 'epoch': 0.69}
{'loss': 1.9141, 'grad_norm': 0.8160542845726013, 'learning_rate': 9.411094557882744e-05, 'mean_token_accuracy': 0.5631822271073936, 'epoch': 0.7}
{'loss': 1.8716, 'grad_norm': 0.6592716574668884, 'learning_rate': 9.40671282096223e-05, 'mean_token_accuracy': 0.5773873349944568, 'epoch': 0.7}
{'loss': 1.9284, 'grad_norm': 0.6213839650154114, 'learning_rate': 9.402331084041714e-05, 'mean_token_accuracy': 0.5616194137884272, 'epoch': 0.7}
{'loss': 2.085, 'grad_norm': 0.7010722756385803, 'learning_rate': 9.397949347121199e-05, 'mean_token_accuracy': 0.5399230460965363, 'epoch': 0.71}
{'loss': 2.0382, 'grad_norm': 0.8025901913642883, 'learning_rate': 9.393567610200685e-05, 'mean_token_accuracy': 0.5419246509307638, 'epoch': 0.71}
{'loss': 1.9558, 'grad_norm': 0.8908331990242004, 'learning_rate': 9.389185873280169e-05, 'mean_token_accuracy': 0.5584456608510749, 'epoch': 0.71}
{'loss': 1.8934, 'grad_norm': 0.6393768191337585, 'learning_rate': 9.384804136359654e-05, 'mean_token_accuracy': 0.5707214611863962, 'epoch': 0.72}
{'loss': 2.073, 'grad_norm': 0.6424084901809692, 'learning_rate': 9.380422399439138e-05, 'mean_token_accuracy': 0.5380930616041064, 'epoch': 0.72}
{'loss': 2.0796, 'grad_norm': 0.7988197803497314, 'learning_rate': 9.376040662518622e-05, 'mean_token_accuracy': 0.5399615292375031, 'epoch': 0.72}
{'loss': 1.9792, 'grad_norm': 0.8351881504058838, 'learning_rate': 9.371658925598108e-05, 'mean_token_accuracy': 0.5538605183395691, 'epoch': 0.73}
{'loss': 1.9537, 'grad_norm': 0.9447937607765198, 'learning_rate': 9.367277188677593e-05, 'mean_token_accuracy': 0.5607259722011675, 'epoch': 0.73}
{'loss': 1.8722, 'grad_norm': 0.6772165894508362, 'learning_rate': 9.362895451757077e-05, 'mean_token_accuracy': 0.5753184637021118, 'epoch': 0.73}
{'loss': 1.9938, 'grad_norm': 0.6704179048538208, 'learning_rate': 9.358513714836561e-05, 'mean_token_accuracy': 0.5538141000647675, 'epoch': 0.74}
{'loss': 2.1305, 'grad_norm': 0.839435875415802, 'learning_rate': 9.354131977916046e-05, 'mean_token_accuracy': 0.5278703976897549, 'epoch': 0.74}
{'loss': 2.043, 'grad_norm': 0.8239815831184387, 'learning_rate': 9.34975024099553e-05, 'mean_token_accuracy': 0.5467131534987615, 'epoch': 0.74}
{'loss': 1.9458, 'grad_norm': 0.9606912136077881, 'learning_rate': 9.345368504075016e-05, 'mean_token_accuracy': 0.5601033155517043, 'epoch': 0.75}
{'loss': 1.7612, 'grad_norm': 0.5724794864654541, 'learning_rate': 9.3409867671545e-05, 'mean_token_accuracy': 0.5884208168517537, 'epoch': 0.75}
{'loss': 2.0704, 'grad_norm': 0.6739798784255981, 'learning_rate': 9.336605030233985e-05, 'mean_token_accuracy': 0.5422372884486386, 'epoch': 0.75}
{'loss': 2.0199, 'grad_norm': 0.6919784545898438, 'learning_rate': 9.332223293313471e-05, 'mean_token_accuracy': 0.5498532718616327, 'epoch': 0.76}
{'loss': 2.0008, 'grad_norm': 0.7345681190490723, 'learning_rate': 9.327841556392954e-05, 'mean_token_accuracy': 0.5518517679792515, 'epoch': 0.76}
{'loss': 1.9411, 'grad_norm': 0.9426886439323425, 'learning_rate': 9.32345981947244e-05, 'mean_token_accuracy': 0.5649453664632331, 'epoch': 0.76}
{'loss': 1.9396, 'grad_norm': 0.674222469329834, 'learning_rate': 9.319078082551924e-05, 'mean_token_accuracy': 0.5680358611581275, 'epoch': 0.77}
{'loss': 2.0325, 'grad_norm': 0.7168387770652771, 'learning_rate': 9.314696345631408e-05, 'mean_token_accuracy': 0.5461688091813683, 'epoch': 0.77}
{'loss': 2.1209, 'grad_norm': 0.7411054372787476, 'learning_rate': 9.310314608710894e-05, 'mean_token_accuracy': 0.537611726800904, 'epoch': 0.78}
{'loss': 1.9997, 'grad_norm': 0.777805507183075, 'learning_rate': 9.305932871790379e-05, 'mean_token_accuracy': 0.5487820004842558, 'epoch': 0.78}
{'loss': 1.9456, 'grad_norm': 0.9629586935043335, 'learning_rate': 9.301551134869863e-05, 'mean_token_accuracy': 0.5605568604707344, 'epoch': 0.78}
{'loss': 1.9288, 'grad_norm': 0.6016035676002502, 'learning_rate': 9.297169397949347e-05, 'mean_token_accuracy': 0.564528604958075, 'epoch': 0.79}
{'loss': 2.0413, 'grad_norm': 0.7144674062728882, 'learning_rate': 9.292787661028832e-05, 'mean_token_accuracy': 0.5443184589919956, 'epoch': 0.79}
{'loss': 1.9949, 'grad_norm': 0.7464510798454285, 'learning_rate': 9.288405924108316e-05, 'mean_token_accuracy': 0.5567755127555125, 'epoch': 0.79}
{'loss': 2.1032, 'grad_norm': 0.7497000098228455, 'learning_rate': 9.284024187187802e-05, 'mean_token_accuracy': 0.5350659139587564, 'epoch': 0.8}
{'loss': 2.0306, 'grad_norm': 0.953368067741394, 'learning_rate': 9.279642450267287e-05, 'mean_token_accuracy': 0.5473850964998827, 'epoch': 0.8}
{'loss': 1.8202, 'grad_norm': 0.6867567300796509, 'learning_rate': 9.275260713346771e-05, 'mean_token_accuracy': 0.5851303309234066, 'epoch': 0.8}
{'loss': 2.1342, 'grad_norm': 0.7122910022735596, 'learning_rate': 9.270878976426255e-05, 'mean_token_accuracy': 0.5294221501393332, 'epoch': 0.81}
{'loss': 2.1081, 'grad_norm': 0.8353448510169983, 'learning_rate': 9.26649723950574e-05, 'mean_token_accuracy': 0.5315790903276922, 'epoch': 0.81}
{'loss': 2.0965, 'grad_norm': 0.7663189768791199, 'learning_rate': 9.262115502585226e-05, 'mean_token_accuracy': 0.5334686519222199, 'epoch': 0.81}
{'loss': 1.8832, 'grad_norm': 0.8746161460876465, 'learning_rate': 9.25773376566471e-05, 'mean_token_accuracy': 0.5729806806214078, 'epoch': 0.82}
{'loss': 1.7563, 'grad_norm': 0.5926634669303894, 'learning_rate': 9.253352028744194e-05, 'mean_token_accuracy': 0.5957876459371186, 'epoch': 0.82}
{'loss': 2.0977, 'grad_norm': 0.726758599281311, 'learning_rate': 9.24897029182368e-05, 'mean_token_accuracy': 0.5355451492499932, 'epoch': 0.82}
{'loss': 2.0618, 'grad_norm': 0.7248610854148865, 'learning_rate': 9.244588554903165e-05, 'mean_token_accuracy': 0.5394977719397566, 'epoch': 0.83}
{'loss': 2.0119, 'grad_norm': 0.8761156797409058, 'learning_rate': 9.240206817982649e-05, 'mean_token_accuracy': 0.5521973786281398, 'epoch': 0.83}
{'loss': 1.9999, 'grad_norm': 0.8903639316558838, 'learning_rate': 9.235825081062133e-05, 'mean_token_accuracy': 0.5498024652797804, 'epoch': 0.83}
{'loss': 1.7934, 'grad_norm': 0.5893744230270386, 'learning_rate': 9.231443344141618e-05, 'mean_token_accuracy': 0.5866111555449537, 'epoch': 0.84}
{'loss': 2.0619, 'grad_norm': 0.6560148000717163, 'learning_rate': 9.227061607221102e-05, 'mean_token_accuracy': 0.541289873082098, 'epoch': 0.84}
{'loss': 2.0888, 'grad_norm': 0.691920280456543, 'learning_rate': 9.222679870300588e-05, 'mean_token_accuracy': 0.5346353388270468, 'epoch': 0.84}
{'loss': 2.0081, 'grad_norm': 0.8263368010520935, 'learning_rate': 9.218298133380073e-05, 'mean_token_accuracy': 0.5552255345617262, 'epoch': 0.85}
{'loss': 1.9445, 'grad_norm': 0.8939515352249146, 'learning_rate': 9.213916396459557e-05, 'mean_token_accuracy': 0.5598293565633632, 'epoch': 0.85}
{'loss': 1.8245, 'grad_norm': 0.6887496709823608, 'learning_rate': 9.209534659539041e-05, 'mean_token_accuracy': 0.5834049244992643, 'epoch': 0.85}
{'loss': 2.1209, 'grad_norm': 0.7814521789550781, 'learning_rate': 9.205152922618526e-05, 'mean_token_accuracy': 0.5317579997859411, 'epoch': 0.86}
{'loss': 2.0381, 'grad_norm': 0.7739130258560181, 'learning_rate': 9.200771185698012e-05, 'mean_token_accuracy': 0.5496295340125159, 'epoch': 0.86}
{'loss': 2.0981, 'grad_norm': 0.7501824498176575, 'learning_rate': 9.196389448777496e-05, 'mean_token_accuracy': 0.5387562571617789, 'epoch': 0.86}
{'loss': 1.9488, 'grad_norm': 0.8675828576087952, 'learning_rate': 9.19200771185698e-05, 'mean_token_accuracy': 0.5613274922087788, 'epoch': 0.87}
{'loss': 1.7597, 'grad_norm': 0.5788623690605164, 'learning_rate': 9.187625974936466e-05, 'mean_token_accuracy': 0.5977378814716839, 'epoch': 0.87}
{'loss': 2.0921, 'grad_norm': 0.7461607456207275, 'learning_rate': 9.18324423801595e-05, 'mean_token_accuracy': 0.5362028325979914, 'epoch': 0.87}
{'loss': 2.0874, 'grad_norm': 0.8242626190185547, 'learning_rate': 9.178862501095434e-05, 'mean_token_accuracy': 0.5372364379556374, 'epoch': 0.88}
{'loss': 2.0724, 'grad_norm': 0.9163028001785278, 'learning_rate': 9.17448076417492e-05, 'mean_token_accuracy': 0.5424346359425254, 'epoch': 0.88}
{'loss': 1.9443, 'grad_norm': 0.892408013343811, 'learning_rate': 9.170099027254404e-05, 'mean_token_accuracy': 0.5629966410102833, 'epoch': 0.88}
{'loss': 1.8047, 'grad_norm': 0.6687394380569458, 'learning_rate': 9.165717290333888e-05, 'mean_token_accuracy': 0.5863431968253627, 'epoch': 0.89}
{'loss': 1.9267, 'grad_norm': 0.6751912236213684, 'learning_rate': 9.161335553413374e-05, 'mean_token_accuracy': 0.5625333398491261, 'epoch': 0.89}
{'loss': 2.1427, 'grad_norm': 0.7230743765830994, 'learning_rate': 9.156953816492859e-05, 'mean_token_accuracy': 0.5328360731781252, 'epoch': 0.89}
{'loss': 2.0712, 'grad_norm': 0.7902043461799622, 'learning_rate': 9.152572079572343e-05, 'mean_token_accuracy': 0.5430081399276628, 'epoch': 0.9}
{'loss': 2.0263, 'grad_norm': 0.8465309143066406, 'learning_rate': 9.148190342651827e-05, 'mean_token_accuracy': 0.5518386187007832, 'epoch': 0.9}
{'loss': 1.817, 'grad_norm': 0.5758525133132935, 'learning_rate': 9.143808605731312e-05, 'mean_token_accuracy': 0.5842541567219893, 'epoch': 0.9}
{'loss': 2.0411, 'grad_norm': 0.7351834177970886, 'learning_rate': 9.139426868810798e-05, 'mean_token_accuracy': 0.5451289815271771, 'epoch': 0.91}
{'loss': 2.092, 'grad_norm': 0.7970361709594727, 'learning_rate': 9.135045131890282e-05, 'mean_token_accuracy': 0.5367877557247823, 'epoch': 0.91}
{'loss': 2.0283, 'grad_norm': 0.8164830803871155, 'learning_rate': 9.130663394969766e-05, 'mean_token_accuracy': 0.5474252015264085, 'epoch': 0.91}
{'loss': 1.9169, 'grad_norm': 0.8892171382904053, 'learning_rate': 9.126281658049252e-05, 'mean_token_accuracy': 0.5645988164449024, 'epoch': 0.92}
{'loss': 1.8542, 'grad_norm': 0.6680759191513062, 'learning_rate': 9.121899921128735e-05, 'mean_token_accuracy': 0.5816460593821245, 'epoch': 0.92}
{'loss': 2.1172, 'grad_norm': 0.6571900844573975, 'learning_rate': 9.11751818420822e-05, 'mean_token_accuracy': 0.5307882240608641, 'epoch': 0.92}
{'loss': 2.0165, 'grad_norm': 0.7465238571166992, 'learning_rate': 9.113136447287706e-05, 'mean_token_accuracy': 0.5506049641463877, 'epoch': 0.93}
{'loss': 2.0359, 'grad_norm': 0.8053973913192749, 'learning_rate': 9.10875471036719e-05, 'mean_token_accuracy': 0.5442283807373827, 'epoch': 0.93}
{'loss': 1.9159, 'grad_norm': 0.9161397218704224, 'learning_rate': 9.104372973446674e-05, 'mean_token_accuracy': 0.5659277086074498, 'epoch': 0.93}
{'loss': 1.7572, 'grad_norm': 0.6232583522796631, 'learning_rate': 9.09999123652616e-05, 'mean_token_accuracy': 0.5995331511049035, 'epoch': 0.94}
{'loss': 2.0173, 'grad_norm': 0.7272111773490906, 'learning_rate': 9.095609499605645e-05, 'mean_token_accuracy': 0.5446029524537417, 'epoch': 0.94}
{'loss': 2.0475, 'grad_norm': 0.716069757938385, 'learning_rate': 9.091227762685128e-05, 'mean_token_accuracy': 0.5423302354709494, 'epoch': 0.95}
{'loss': 2.0695, 'grad_norm': 0.8477641344070435, 'learning_rate': 9.086846025764613e-05, 'mean_token_accuracy': 0.5387160132338219, 'epoch': 0.95}
{'loss': 1.8998, 'grad_norm': 0.997976541519165, 'learning_rate': 9.082464288844098e-05, 'mean_token_accuracy': 0.5708135189467807, 'epoch': 0.95}
{'loss': 1.7408, 'grad_norm': 0.5771343111991882, 'learning_rate': 9.078082551923584e-05, 'mean_token_accuracy': 0.5967057146201118, 'epoch': 0.96}
{'loss': 2.0031, 'grad_norm': 0.6628871560096741, 'learning_rate': 9.073700815003068e-05, 'mean_token_accuracy': 0.548975915671403, 'epoch': 0.96}
{'loss': 2.1499, 'grad_norm': 0.7506207227706909, 'learning_rate': 9.069319078082553e-05, 'mean_token_accuracy': 0.5302572830314553, 'epoch': 0.96}
{'loss': 2.0507, 'grad_norm': 0.7364408373832703, 'learning_rate': 9.064937341162037e-05, 'mean_token_accuracy': 0.5432733705392069, 'epoch': 0.97}
{'loss': 1.8805, 'grad_norm': 0.9335187077522278, 'learning_rate': 9.060555604241521e-05, 'mean_token_accuracy': 0.5714359412571881, 'epoch': 0.97}
{'loss': 1.7785, 'grad_norm': 0.5691944360733032, 'learning_rate': 9.056173867321006e-05, 'mean_token_accuracy': 0.5909285266787097, 'epoch': 0.97}
{'loss': 1.974, 'grad_norm': 0.6473990082740784, 'learning_rate': 9.051792130400492e-05, 'mean_token_accuracy': 0.5544283731119908, 'epoch': 0.98}
{'loss': 2.0047, 'grad_norm': 0.7701262831687927, 'learning_rate': 9.047410393479976e-05, 'mean_token_accuracy': 0.552530061932394, 'epoch': 0.98}
{'loss': 1.9481, 'grad_norm': 0.8276417851448059, 'learning_rate': 9.04302865655946e-05, 'mean_token_accuracy': 0.5610757998491828, 'epoch': 0.98}
{'loss': 1.8987, 'grad_norm': 0.8449416160583496, 'learning_rate': 9.038646919638946e-05, 'mean_token_accuracy': 0.5688906997526837, 'epoch': 0.99}
{'loss': 1.8621, 'grad_norm': 0.7055238485336304, 'learning_rate': 9.034265182718429e-05, 'mean_token_accuracy': 0.5803123993132949, 'epoch': 0.99}
{'loss': 1.999, 'grad_norm': 0.6898323893547058, 'learning_rate': 9.029883445797914e-05, 'mean_token_accuracy': 0.5538578806223566, 'epoch': 0.99}
{'loss': 2.0475, 'grad_norm': 0.7786833643913269, 'learning_rate': 9.0255017088774e-05, 'mean_token_accuracy': 0.5447987396546796, 'epoch': 1.0}
{'loss': 2.0409, 'grad_norm': 0.8771321177482605, 'learning_rate': 9.021119971956884e-05, 'mean_token_accuracy': 0.5502267996502571, 'epoch': 1.0}
{'loss': 2.0768, 'grad_norm': 0.6728653907775879, 'learning_rate': 9.01673823503637e-05, 'mean_token_accuracy': 0.5732630886267456, 'epoch': 1.0}
{'loss': 2.0074, 'grad_norm': 0.6741974353790283, 'learning_rate': 9.012356498115854e-05, 'mean_token_accuracy': 0.5512974071320422, 'epoch': 1.01}
{'loss': 2.0964, 'grad_norm': 0.6887959837913513, 'learning_rate': 9.007974761195339e-05, 'mean_token_accuracy': 0.532189901357113, 'epoch': 1.01}
{'loss': 2.0428, 'grad_norm': 0.7662363052368164, 'learning_rate': 9.003593024274823e-05, 'mean_token_accuracy': 0.5461035168237196, 'epoch': 1.01}
{'loss': 1.9667, 'grad_norm': 0.864030122756958, 'learning_rate': 8.999211287354307e-05, 'mean_token_accuracy': 0.5596853732882912, 'epoch': 1.02}
{'loss': 1.8476, 'grad_norm': 0.6498885154724121, 'learning_rate': 8.994829550433792e-05, 'mean_token_accuracy': 0.58119627808271, 'epoch': 1.02}
{'loss': 2.0303, 'grad_norm': 0.7375760674476624, 'learning_rate': 8.990447813513278e-05, 'mean_token_accuracy': 0.5510558209537605, 'epoch': 1.02}
{'loss': 2.0773, 'grad_norm': 0.7632279396057129, 'learning_rate': 8.986066076592762e-05, 'mean_token_accuracy': 0.5374815393752279, 'epoch': 1.03}
{'loss': 1.9484, 'grad_norm': 0.7860930562019348, 'learning_rate': 8.981684339672246e-05, 'mean_token_accuracy': 0.5596016144606076, 'epoch': 1.03}
{'loss': 1.9203, 'grad_norm': 1.037222146987915, 'learning_rate': 8.977302602751731e-05, 'mean_token_accuracy': 0.5659435075985377, 'epoch': 1.03}
